Unicode,Caractere,Nome,Origem
U+1D37,ᴷ,MODIFIER LETTER CAPITAL K,DejaVu Serif: base vetorial licenciada
U+1D38,ᴸ,MODIFIER LETTER CAPITAL L,DejaVu Serif: base vetorial licenciada
U+1D39,ᴹ,MODIFIER LETTER CAPITAL M,DejaVu Serif: base vetorial licenciada
U+1D3A,ᴺ,MODIFIER LETTER CAPITAL N,DejaVu Serif: base vetorial licenciada
U+1D3B,ᴻ,MODIFIER LETTER CAPITAL REVERSED N,DejaVu Serif: base vetorial licenciada
U+1D3C,ᴼ,MODIFIER LETTER CAPITAL O,DejaVu Serif: base vetorial licenciada
U+1D3D,ᴽ,MODIFIER LETTER CAPITAL OU,DejaVu Serif: base vetorial licenciada
U+1D3E,ᴾ,MODIFIER LETTER CAPITAL P,DejaVu Serif: base vetorial licenciada
U+1D3F,ᴿ,MODIFIER LETTER CAPITAL R,DejaVu Serif: base vetorial licenciada
U+1D40,ᵀ,MODIFIER LETTER CAPITAL T,DejaVu Serif: base vetorial licenciada
U+1D41,ᵁ,MODIFIER LETTER CAPITAL U,DejaVu Serif: base vetorial licenciada
U+1D42,ᵂ,MODIFIER LETTER CAPITAL W,DejaVu Serif: base vetorial licenciada
U+1D43,ᵃ,MODIFIER LETTER SMALL A,DejaVu Serif: base vetorial licenciada
U+1D44,ᵄ,MODIFIER LETTER SMALL TURNED A,DejaVu Serif: base vetorial licenciada
U+1D45,ᵅ,MODIFIER LETTER SMALL ALPHA,DejaVu Serif: base vetorial licenciada
U+1D46,ᵆ,MODIFIER LETTER SMALL TURNED AE,DejaVu Serif: base vetorial licenciada
U+1D47,ᵇ,MODIFIER LETTER SMALL B,DejaVu Serif: base vetorial licenciada
U+1D48,ᵈ,MODIFIER LETTER SMALL D,DejaVu Serif: base vetorial licenciada
U+1D49,ᵉ,MODIFIER LETTER SMALL E,DejaVu Serif: base vetorial licenciada
U+1D4A,ᵊ,MODIFIER LETTER SMALL SCHWA,DejaVu Serif: base vetorial licenciada
U+1D4B,ᵋ,MODIFIER LETTER SMALL OPEN E,DejaVu Serif: base vetorial licenciada
U+1D4C,ᵌ,MODIFIER LETTER SMALL TURNED OPEN E,DejaVu Serif: base vetorial licenciada
U+1D4D,ᵍ,MODIFIER LETTER SMALL G,DejaVu Serif: base vetorial licenciada
U+1D4E,ᵎ,MODIFIER LETTER SMALL TURNED I,DejaVu Serif: base vetorial licenciada
U+1D4F,ᵏ,MODIFIER LETTER SMALL K,DejaVu Serif: base vetorial licenciada
U+1D50,ᵐ,MODIFIER LETTER SMALL M,DejaVu Serif: base vetorial licenciada
U+1D51,ᵑ,MODIFIER LETTER SMALL ENG,DejaVu Serif: base vetorial licenciada
U+1D52,ᵒ,MODIFIER LETTER SMALL O,DejaVu Serif: base vetorial licenciada
U+1D53,ᵓ,MODIFIER LETTER SMALL OPEN O,DejaVu Serif: base vetorial licenciada
U+1D54,ᵔ,MODIFIER LETTER SMALL TOP HALF O,DejaVu Serif: base vetorial licenciada
U+1D55,ᵕ,MODIFIER LETTER SMALL BOTTOM HALF O,DejaVu Serif: base vetorial licenciada
U+1D56,ᵖ,MODIFIER LETTER SMALL P,DejaVu Serif: base vetorial licenciada
U+1D57,ᵗ,MODIFIER LETTER SMALL T,DejaVu Serif: base vetorial licenciada
U+1D58,ᵘ,MODIFIER LETTER SMALL U,DejaVu Serif: base vetorial licenciada
U+1D59,ᵙ,MODIFIER LETTER SMALL SIDEWAYS U,DejaVu Serif: base vetorial licenciada
U+1D5A,ᵚ,MODIFIER LETTER SMALL TURNED M,DejaVu Serif: base vetorial licenciada
U+1D5B,ᵛ,MODIFIER LETTER SMALL V,DejaVu Serif: base vetorial licenciada
U+1D5C,ᵜ,MODIFIER LETTER SMALL AIN,DejaVu Serif: base vetorial licenciada
U+1D5D,ᵝ,MODIFIER LETTER SMALL BETA,DejaVu Serif: base vetorial licenciada
U+1D5E,ᵞ,MODIFIER LETTER SMALL GREEK GAMMA,DejaVu Serif: base vetorial licenciada
U+1D5F,ᵟ,MODIFIER LETTER SMALL DELTA,DejaVu Serif: base vetorial licenciada
U+1D60,ᵠ,MODIFIER LETTER SMALL GREEK PHI,DejaVu Serif: base vetorial licenciada
U+1D61,ᵡ,MODIFIER LETTER SMALL CHI,DejaVu Serif: base vetorial licenciada
U+1D62,ᵢ,LATIN SUBSCRIPT SMALL LETTER I,DejaVu Serif: base vetorial licenciada
U+1D63,ᵣ,LATIN SUBSCRIPT SMALL LETTER R,DejaVu Serif: base vetorial licenciada
U+1D64,ᵤ,LATIN SUBSCRIPT SMALL LETTER U,DejaVu Serif: base vetorial licenciada
U+1D65,ᵥ,LATIN SUBSCRIPT SMALL LETTER V,DejaVu Serif: base vetorial licenciada
U+1D66,ᵦ,GREEK SUBSCRIPT SMALL LETTER BETA,DejaVu Serif: base vetorial licenciada
U+1D67,ᵧ,GREEK SUBSCRIPT SMALL LETTER GAMMA,DejaVu Serif: base vetorial licenciada
U+1D68,ᵨ,GREEK SUBSCRIPT SMALL LETTER RHO,DejaVu Serif: base vetorial licenciada
U+1D69,ᵩ,GREEK SUBSCRIPT SMALL LETTER PHI,DejaVu Serif: base vetorial licenciada
U+1D6A,ᵪ,GREEK SUBSCRIPT SMALL LETTER CHI,DejaVu Serif: base vetorial licenciada
U+1D6B,ᵫ,LATIN SMALL LETTER UE,DejaVu Serif: base vetorial licenciada
U+1D77,ᵷ,LATIN SMALL LETTER TURNED G,DejaVu Serif: base vetorial licenciada
U+1D78,ᵸ,MODIFIER LETTER CYRILLIC EN,DejaVu Serif: base vetorial licenciada
U+1D7B,ᵻ,LATIN SMALL CAPITAL LETTER I WITH STROKE,DejaVu Serif: base vetorial licenciada
U+1D7C,ᵼ,LATIN SMALL LETTER IOTA WITH STROKE,DejaVu Serif: base vetorial licenciada
U+1D7D,ᵽ,LATIN SMALL LETTER P WITH STROKE,DejaVu Serif: base vetorial licenciada
U+1D7E,ᵾ,LATIN SMALL CAPITAL LETTER U WITH STROKE,DejaVu Serif: base vetorial licenciada
U+1D7F,ᵿ,LATIN SMALL LETTER UPSILON WITH STROKE,DejaVu Serif: base vetorial licenciada
U+1D85,ᶅ,LATIN SMALL LETTER L WITH PALATAL HOOK,DejaVu Serif: base vetorial licenciada
U+1D9B,ᶛ,MODIFIER LETTER SMALL TURNED ALPHA,DejaVu Serif: base vetorial licenciada
U+1D9C,ᶜ,MODIFIER LETTER SMALL C,DejaVu Serif: base vetorial licenciada
U+1D9D,ᶝ,MODIFIER LETTER SMALL C WITH CURL,DejaVu Serif: base vetorial licenciada
U+1D9E,ᶞ,MODIFIER LETTER SMALL ETH,DejaVu Serif: base vetorial licenciada
U+1D9F,ᶟ,MODIFIER LETTER SMALL REVERSED OPEN E,DejaVu Serif: base vetorial licenciada
U+1DA0,ᶠ,MODIFIER LETTER SMALL F,DejaVu Serif: base vetorial licenciada
U+1DA1,ᶡ,MODIFIER LETTER SMALL DOTLESS J WITH STROKE,DejaVu Serif: base vetorial licenciada
U+1DA2,ᶢ,MODIFIER LETTER SMALL SCRIPT G,DejaVu Serif: base vetorial licenciada
U+1DA3,ᶣ,MODIFIER LETTER SMALL TURNED H,DejaVu Serif: base vetorial licenciada
U+1DA4,ᶤ,MODIFIER LETTER SMALL I WITH STROKE,DejaVu Serif: base vetorial licenciada
U+1DA5,ᶥ,MODIFIER LETTER SMALL IOTA,DejaVu Serif: base vetorial licenciada
U+1DA6,ᶦ,MODIFIER LETTER SMALL CAPITAL I,DejaVu Serif: base vetorial licenciada
U+1DA7,ᶧ,MODIFIER LETTER SMALL CAPITAL I WITH STROKE,DejaVu Serif: base vetorial licenciada
U+1DA8,ᶨ,MODIFIER LETTER SMALL J WITH CROSSED-TAIL,DejaVu Serif: base vetorial licenciada
U+1DA9,ᶩ,MODIFIER LETTER SMALL L WITH RETROFLEX HOOK,DejaVu Serif: base vetorial licenciada
U+1DAA,ᶪ,MODIFIER LETTER SMALL L WITH PALATAL HOOK,DejaVu Serif: base vetorial licenciada
U+1DAB,ᶫ,MODIFIER LETTER SMALL CAPITAL L,DejaVu Serif: base vetorial licenciada
U+1DAC,ᶬ,MODIFIER LETTER SMALL M WITH HOOK,DejaVu Serif: base vetorial licenciada
U+1DAD,ᶭ,MODIFIER LETTER SMALL TURNED M WITH LONG LEG,DejaVu Serif: base vetorial licenciada
U+1DAE,ᶮ,MODIFIER LETTER SMALL N WITH LEFT HOOK,DejaVu Serif: base vetorial licenciada
U+1DAF,ᶯ,MODIFIER LETTER SMALL N WITH RETROFLEX HOOK,DejaVu Serif: base vetorial licenciada
U+1DB0,ᶰ,MODIFIER LETTER SMALL CAPITAL N,DejaVu Serif: base vetorial licenciada
U+1DB1,ᶱ,MODIFIER LETTER SMALL BARRED O,DejaVu Serif: base vetorial licenciada
U+1DB2,ᶲ,MODIFIER LETTER SMALL PHI,DejaVu Serif: base vetorial licenciada
U+1DB3,ᶳ,MODIFIER LETTER SMALL S WITH HOOK,DejaVu Serif: base vetorial licenciada
U+1DB4,ᶴ,MODIFIER LETTER SMALL ESH,DejaVu Serif: base vetorial licenciada
U+1DB5,ᶵ,MODIFIER LETTER SMALL T WITH PALATAL HOOK,DejaVu Serif: base vetorial licenciada
U+1DB6,ᶶ,MODIFIER LETTER SMALL U BAR,DejaVu Serif: base vetorial licenciada
U+1DB7,ᶷ,MODIFIER LETTER SMALL UPSILON,DejaVu Serif: base vetorial licenciada
U+1DB8,ᶸ,MODIFIER LETTER SMALL CAPITAL U,DejaVu Serif: base vetorial licenciada
U+1DB9,ᶹ,MODIFIER LETTER SMALL V WITH HOOK,DejaVu Serif: base vetorial licenciada
U+1DBA,ᶺ,MODIFIER LETTER SMALL TURNED V,DejaVu Serif: base vetorial licenciada
U+1DBB,ᶻ,MODIFIER LETTER SMALL Z,DejaVu Serif: base vetorial licenciada
U+1DBC,ᶼ,MODIFIER LETTER SMALL Z WITH RETROFLEX HOOK,DejaVu Serif: base vetorial licenciada
U+1DBD,ᶽ,MODIFIER LETTER SMALL Z WITH CURL,DejaVu Serif: base vetorial licenciada
U+1DBE,ᶾ,MODIFIER LETTER SMALL EZH,DejaVu Serif: base vetorial licenciada
U+1DBF,ᶿ,MODIFIER LETTER SMALL THETA,DejaVu Serif: base vetorial licenciada
U+1DC4,᷄,COMBINING MACRON-ACUTE,DejaVu Serif: base vetorial licenciada
U+1DC5,᷅,COMBINING GRAVE-MACRON,DejaVu Serif: base vetorial licenciada
U+1DC6,᷆,COMBINING MACRON-GRAVE,DejaVu Serif: base vetorial licenciada
U+1DC7,᷇,COMBINING ACUTE-MACRON,DejaVu Serif: base vetorial licenciada
U+1DC8,᷈,COMBINING GRAVE-ACUTE-GRAVE,DejaVu Serif: base vetorial licenciada
U+1DC9,᷉,COMBINING ACUTE-GRAVE-ACUTE,DejaVu Serif: base vetorial licenciada
U+1E00,Ḁ,LATIN CAPITAL LETTER A WITH RING BELOW,DejaVu Serif: base vetorial licenciada
U+1E01,ḁ,LATIN SMALL LETTER A WITH RING BELOW,DejaVu Serif: base vetorial licenciada
U+1E02,Ḃ,LATIN CAPITAL LETTER B WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E03,ḃ,LATIN SMALL LETTER B WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E04,Ḅ,LATIN CAPITAL LETTER B WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E05,ḅ,LATIN SMALL LETTER B WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E06,Ḇ,LATIN CAPITAL LETTER B WITH LINE BELOW,DejaVu Serif: base vetorial licenciada
U+1E07,ḇ,LATIN SMALL LETTER B WITH LINE BELOW,DejaVu Serif: base vetorial licenciada
U+1E08,Ḉ,LATIN CAPITAL LETTER C WITH CEDILLA AND ACUTE,DejaVu Serif: base vetorial licenciada
U+1E09,ḉ,LATIN SMALL LETTER C WITH CEDILLA AND ACUTE,DejaVu Serif: base vetorial licenciada
U+1E0A,Ḋ,LATIN CAPITAL LETTER D WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E0B,ḋ,LATIN SMALL LETTER D WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E0C,Ḍ,LATIN CAPITAL LETTER D WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E0D,ḍ,LATIN SMALL LETTER D WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E0E,Ḏ,LATIN CAPITAL LETTER D WITH LINE BELOW,DejaVu Serif: base vetorial licenciada
U+1E0F,ḏ,LATIN SMALL LETTER D WITH LINE BELOW,DejaVu Serif: base vetorial licenciada
U+1E10,Ḑ,LATIN CAPITAL LETTER D WITH CEDILLA,DejaVu Serif: base vetorial licenciada
U+1E11,ḑ,LATIN SMALL LETTER D WITH CEDILLA,DejaVu Serif: base vetorial licenciada
U+1E12,Ḓ,LATIN CAPITAL LETTER D WITH CIRCUMFLEX BELOW,DejaVu Serif: base vetorial licenciada
U+1E13,ḓ,LATIN SMALL LETTER D WITH CIRCUMFLEX BELOW,DejaVu Serif: base vetorial licenciada
U+1E14,Ḕ,LATIN CAPITAL LETTER E WITH MACRON AND GRAVE,DejaVu Serif: base vetorial licenciada
U+1E15,ḕ,LATIN SMALL LETTER E WITH MACRON AND GRAVE,DejaVu Serif: base vetorial licenciada
U+1E16,Ḗ,LATIN CAPITAL LETTER E WITH MACRON AND ACUTE,DejaVu Serif: base vetorial licenciada
U+1E17,ḗ,LATIN SMALL LETTER E WITH MACRON AND ACUTE,DejaVu Serif: base vetorial licenciada
U+1E18,Ḙ,LATIN CAPITAL LETTER E WITH CIRCUMFLEX BELOW,DejaVu Serif: base vetorial licenciada
U+1E19,ḙ,LATIN SMALL LETTER E WITH CIRCUMFLEX BELOW,DejaVu Serif: base vetorial licenciada
U+1E1A,Ḛ,LATIN CAPITAL LETTER E WITH TILDE BELOW,DejaVu Serif: base vetorial licenciada
U+1E1B,ḛ,LATIN SMALL LETTER E WITH TILDE BELOW,DejaVu Serif: base vetorial licenciada
U+1E1C,Ḝ,LATIN CAPITAL LETTER E WITH CEDILLA AND BREVE,DejaVu Serif: base vetorial licenciada
U+1E1D,ḝ,LATIN SMALL LETTER E WITH CEDILLA AND BREVE,DejaVu Serif: base vetorial licenciada
U+1E1E,Ḟ,LATIN CAPITAL LETTER F WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E1F,ḟ,LATIN SMALL LETTER F WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E20,Ḡ,LATIN CAPITAL LETTER G WITH MACRON,DejaVu Serif: base vetorial licenciada
U+1E21,ḡ,LATIN SMALL LETTER G WITH MACRON,DejaVu Serif: base vetorial licenciada
U+1E22,Ḣ,LATIN CAPITAL LETTER H WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E23,ḣ,LATIN SMALL LETTER H WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E24,Ḥ,LATIN CAPITAL LETTER H WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E25,ḥ,LATIN SMALL LETTER H WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E26,Ḧ,LATIN CAPITAL LETTER H WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+1E27,ḧ,LATIN SMALL LETTER H WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+1E28,Ḩ,LATIN CAPITAL LETTER H WITH CEDILLA,DejaVu Serif: base vetorial licenciada
U+1E29,ḩ,LATIN SMALL LETTER H WITH CEDILLA,DejaVu Serif: base vetorial licenciada
U+1E2A,Ḫ,LATIN CAPITAL LETTER H WITH BREVE BELOW,DejaVu Serif: base vetorial licenciada
U+1E2B,ḫ,LATIN SMALL LETTER H WITH BREVE BELOW,DejaVu Serif: base vetorial licenciada
U+1E2C,Ḭ,LATIN CAPITAL LETTER I WITH TILDE BELOW,DejaVu Serif: base vetorial licenciada
U+1E2D,ḭ,LATIN SMALL LETTER I WITH TILDE BELOW,DejaVu Serif: base vetorial licenciada
U+1E2E,Ḯ,LATIN CAPITAL LETTER I WITH DIAERESIS AND ACUTE,DejaVu Serif: base vetorial licenciada
U+1E2F,ḯ,LATIN SMALL LETTER I WITH DIAERESIS AND ACUTE,DejaVu Serif: base vetorial licenciada
U+1E30,Ḱ,LATIN CAPITAL LETTER K WITH ACUTE,DejaVu Serif: base vetorial licenciada
U+1E31,ḱ,LATIN SMALL LETTER K WITH ACUTE,DejaVu Serif: base vetorial licenciada
U+1E32,Ḳ,LATIN CAPITAL LETTER K WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E33,ḳ,LATIN SMALL LETTER K WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E34,Ḵ,LATIN CAPITAL LETTER K WITH LINE BELOW,DejaVu Serif: base vetorial licenciada
U+1E35,ḵ,LATIN SMALL LETTER K WITH LINE BELOW,DejaVu Serif: base vetorial licenciada
U+1E36,Ḷ,LATIN CAPITAL LETTER L WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E37,ḷ,LATIN SMALL LETTER L WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E38,Ḹ,LATIN CAPITAL LETTER L WITH DOT BELOW AND MACRON,DejaVu Serif: base vetorial licenciada
U+1E39,ḹ,LATIN SMALL LETTER L WITH DOT BELOW AND MACRON,DejaVu Serif: base vetorial licenciada
U+1E3A,Ḻ,LATIN CAPITAL LETTER L WITH LINE BELOW,DejaVu Serif: base vetorial licenciada
U+1E3B,ḻ,LATIN SMALL LETTER L WITH LINE BELOW,DejaVu Serif: base vetorial licenciada
U+1E3C,Ḽ,LATIN CAPITAL LETTER L WITH CIRCUMFLEX BELOW,DejaVu Serif: base vetorial licenciada
U+1E3D,ḽ,LATIN SMALL LETTER L WITH CIRCUMFLEX BELOW,DejaVu Serif: base vetorial licenciada
U+1E3E,Ḿ,LATIN CAPITAL LETTER M WITH ACUTE,DejaVu Serif: base vetorial licenciada
U+1E3F,ḿ,LATIN SMALL LETTER M WITH ACUTE,DejaVu Serif: base vetorial licenciada
U+1E40,Ṁ,LATIN CAPITAL LETTER M WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E41,ṁ,LATIN SMALL LETTER M WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E42,Ṃ,LATIN CAPITAL LETTER M WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E43,ṃ,LATIN SMALL LETTER M WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E44,Ṅ,LATIN CAPITAL LETTER N WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E45,ṅ,LATIN SMALL LETTER N WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E46,Ṇ,LATIN CAPITAL LETTER N WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E47,ṇ,LATIN SMALL LETTER N WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E48,Ṉ,LATIN CAPITAL LETTER N WITH LINE BELOW,DejaVu Serif: base vetorial licenciada
U+1E49,ṉ,LATIN SMALL LETTER N WITH LINE BELOW,DejaVu Serif: base vetorial licenciada
U+1E4A,Ṋ,LATIN CAPITAL LETTER N WITH CIRCUMFLEX BELOW,DejaVu Serif: base vetorial licenciada
U+1E4B,ṋ,LATIN SMALL LETTER N WITH CIRCUMFLEX BELOW,DejaVu Serif: base vetorial licenciada
U+1E4C,Ṍ,LATIN CAPITAL LETTER O WITH TILDE AND ACUTE,DejaVu Serif: base vetorial licenciada
U+1E4D,ṍ,LATIN SMALL LETTER O WITH TILDE AND ACUTE,DejaVu Serif: base vetorial licenciada
U+1E4E,Ṏ,LATIN CAPITAL LETTER O WITH TILDE AND DIAERESIS,DejaVu Serif: base vetorial licenciada
U+1E4F,ṏ,LATIN SMALL LETTER O WITH TILDE AND DIAERESIS,DejaVu Serif: base vetorial licenciada
U+1E50,Ṑ,LATIN CAPITAL LETTER O WITH MACRON AND GRAVE,DejaVu Serif: base vetorial licenciada
U+1E51,ṑ,LATIN SMALL LETTER O WITH MACRON AND GRAVE,DejaVu Serif: base vetorial licenciada
U+1E52,Ṓ,LATIN CAPITAL LETTER O WITH MACRON AND ACUTE,DejaVu Serif: base vetorial licenciada
U+1E53,ṓ,LATIN SMALL LETTER O WITH MACRON AND ACUTE,DejaVu Serif: base vetorial licenciada
U+1E54,Ṕ,LATIN CAPITAL LETTER P WITH ACUTE,DejaVu Serif: base vetorial licenciada
U+1E55,ṕ,LATIN SMALL LETTER P WITH ACUTE,DejaVu Serif: base vetorial licenciada
U+1E56,Ṗ,LATIN CAPITAL LETTER P WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E57,ṗ,LATIN SMALL LETTER P WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E58,Ṙ,LATIN CAPITAL LETTER R WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E59,ṙ,LATIN SMALL LETTER R WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E5A,Ṛ,LATIN CAPITAL LETTER R WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E5B,ṛ,LATIN SMALL LETTER R WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E5C,Ṝ,LATIN CAPITAL LETTER R WITH DOT BELOW AND MACRON,DejaVu Serif: base vetorial licenciada
U+1E5D,ṝ,LATIN SMALL LETTER R WITH DOT BELOW AND MACRON,DejaVu Serif: base vetorial licenciada
U+1E5E,Ṟ,LATIN CAPITAL LETTER R WITH LINE BELOW,DejaVu Serif: base vetorial licenciada
U+1E5F,ṟ,LATIN SMALL LETTER R WITH LINE BELOW,DejaVu Serif: base vetorial licenciada
U+1E60,Ṡ,LATIN CAPITAL LETTER S WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E61,ṡ,LATIN SMALL LETTER S WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E62,Ṣ,LATIN CAPITAL LETTER S WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E63,ṣ,LATIN SMALL LETTER S WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E64,Ṥ,LATIN CAPITAL LETTER S WITH ACUTE AND DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E65,ṥ,LATIN SMALL LETTER S WITH ACUTE AND DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E66,Ṧ,LATIN CAPITAL LETTER S WITH CARON AND DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E67,ṧ,LATIN SMALL LETTER S WITH CARON AND DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E68,Ṩ,LATIN CAPITAL LETTER S WITH DOT BELOW AND DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E69,ṩ,LATIN SMALL LETTER S WITH DOT BELOW AND DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E6A,Ṫ,LATIN CAPITAL LETTER T WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E6B,ṫ,LATIN SMALL LETTER T WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E6C,Ṭ,LATIN CAPITAL LETTER T WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E6D,ṭ,LATIN SMALL LETTER T WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E6E,Ṯ,LATIN CAPITAL LETTER T WITH LINE BELOW,DejaVu Serif: base vetorial licenciada
U+1E6F,ṯ,LATIN SMALL LETTER T WITH LINE BELOW,DejaVu Serif: base vetorial licenciada
U+1E70,Ṱ,LATIN CAPITAL LETTER T WITH CIRCUMFLEX BELOW,DejaVu Serif: base vetorial licenciada
U+1E71,ṱ,LATIN SMALL LETTER T WITH CIRCUMFLEX BELOW,DejaVu Serif: base vetorial licenciada
U+1E72,Ṳ,LATIN CAPITAL LETTER U WITH DIAERESIS BELOW,DejaVu Serif: base vetorial licenciada
U+1E73,ṳ,LATIN SMALL LETTER U WITH DIAERESIS BELOW,DejaVu Serif: base vetorial licenciada
U+1E74,Ṵ,LATIN CAPITAL LETTER U WITH TILDE BELOW,DejaVu Serif: base vetorial licenciada
U+1E75,ṵ,LATIN SMALL LETTER U WITH TILDE BELOW,DejaVu Serif: base vetorial licenciada
U+1E76,Ṷ,LATIN CAPITAL LETTER U WITH CIRCUMFLEX BELOW,DejaVu Serif: base vetorial licenciada
U+1E77,ṷ,LATIN SMALL LETTER U WITH CIRCUMFLEX BELOW,DejaVu Serif: base vetorial licenciada
U+1E78,Ṹ,LATIN CAPITAL LETTER U WITH TILDE AND ACUTE,DejaVu Serif: base vetorial licenciada
U+1E79,ṹ,LATIN SMALL LETTER U WITH TILDE AND ACUTE,DejaVu Serif: base vetorial licenciada
U+1E7A,Ṻ,LATIN CAPITAL LETTER U WITH MACRON AND DIAERESIS,DejaVu Serif: base vetorial licenciada
U+1E7B,ṻ,LATIN SMALL LETTER U WITH MACRON AND DIAERESIS,DejaVu Serif: base vetorial licenciada
U+1E7C,Ṽ,LATIN CAPITAL LETTER V WITH TILDE,DejaVu Serif: base vetorial licenciada
U+1E7D,ṽ,LATIN SMALL LETTER V WITH TILDE,DejaVu Serif: base vetorial licenciada
U+1E7E,Ṿ,LATIN CAPITAL LETTER V WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E7F,ṿ,LATIN SMALL LETTER V WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E80,Ẁ,LATIN CAPITAL LETTER W WITH GRAVE,DejaVu Serif: base vetorial licenciada
U+1E81,ẁ,LATIN SMALL LETTER W WITH GRAVE,DejaVu Serif: base vetorial licenciada
U+1E82,Ẃ,LATIN CAPITAL LETTER W WITH ACUTE,DejaVu Serif: base vetorial licenciada
U+1E83,ẃ,LATIN SMALL LETTER W WITH ACUTE,DejaVu Serif: base vetorial licenciada
U+1E84,Ẅ,LATIN CAPITAL LETTER W WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+1E85,ẅ,LATIN SMALL LETTER W WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+1E86,Ẇ,LATIN CAPITAL LETTER W WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E87,ẇ,LATIN SMALL LETTER W WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E88,Ẉ,LATIN CAPITAL LETTER W WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E89,ẉ,LATIN SMALL LETTER W WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
U+1E8A,Ẋ,LATIN CAPITAL LETTER X WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E8B,ẋ,LATIN SMALL LETTER X WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E8C,Ẍ,LATIN CAPITAL LETTER X WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+1E8D,ẍ,LATIN SMALL LETTER X WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+1E8E,Ẏ,LATIN CAPITAL LETTER Y WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E8F,ẏ,LATIN SMALL LETTER Y WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+1E90,Ẑ,LATIN CAPITAL LETTER Z WITH CIRCUMFLEX,DejaVu Serif: base vetorial licenciada
U+1E91,ẑ,LATIN SMALL LETTER Z WITH CIRCUMFLEX,DejaVu Serif: base vetorial licenciada
U+1E92,Ẓ,LATIN CAPITAL LETTER Z WITH DOT BELOW,DejaVu Serif: base vetorial licenciada
